SuperWEB2(tm)

"Household"
"Data Zone (2022) by Household size - 5 groups, collapsed and Household composition - 4 groups, collapsed"
"Counting: Households"

Filters:
"Default Summation","Households"

"Household size - 5 groups, collapsed","One person",,,,"Two people",,,,"Three people",,,,"Four people",,,,"Five or more people",,,,
"Household composition - 4 groups, collapsed","One person household","One family household: Couple family","One family household: Lone parent","Other household types","One person household","One family household: Couple family","One family household: Lone parent","Other household types","One person household","One family household: Couple family","One family household: Lone parent","Other household types","One person household","One family household: Couple family","One family household: Lone parent","Other household types","One person household","One family household: Couple family","One family household: Lone parent","Other household types",
"Data Zone (2022)",
"S01013715",50,0,0,0,0,108,13,3,0,55,4,2,0,65,0,0,0,17,0,2,
"S01013716",77,0,0,0,0,100,3,0,0,23,2,2,0,30,0,0,0,6,0,1,
"S01013717",73,0,0,0,0,91,20,3,0,87,8,5,0,84,0,1,0,18,0,1,
"S01013718",72,0,0,0,0,132,16,3,0,51,3,1,0,42,0,2,0,5,0,1,
"S01013719",29,0,0,0,0,60,8,1,0,25,3,0,0,35,0,3,0,9,0,1,
"S01013720",126,0,0,0,0,98,36,3,0,43,9,4,0,33,1,0,0,10,1,0,
"S01013721",76,0,0,0,0,84,7,1,0,15,0,1,0,15,0,0,0,3,0,1,
"S01013722",86,0,0,0,0,99,8,1,0,60,4,2,0,79,1,4,0,12,0,0,
"S01013723",70,0,0,0,0,74,28,6,0,48,12,0,0,56,5,1,0,18,1,1,
"S01013724",253,0,0,0,0,127,28,12,0,44,5,1,0,35,2,0,0,13,1,3,
"S01013725",175,0,0,0,0,73,23,9,0,22,10,1,0,22,0,2,0,6,1,0,
"S01013726",125,0,0,0,0,75,15,6,0,61,3,1,0,46,1,2,0,21,0,3,
"S01013727",178,0,0,0,0,114,25,8,0,45,10,7,0,43,3,5,0,12,1,0,
"S01013728",133,0,0,0,0,73,20,4,0,41,10,2,0,27,3,3,0,10,1,2,
"S01013729",153,0,0,0,0,80,19,4,0,33,6,1,0,27,7,0,0,5,0,1,
"S01013730",108,0,0,0,0,41,18,2,0,23,4,2,0,21,2,0,0,4,0,2,
"S01013731",191,0,0,0,0,130,21,4,0,40,2,3,0,37,1,0,0,8,2,4,
"S01013732",141,0,0,0,0,70,30,3,0,20,7,1,0,11,2,2,0,2,0,0,
"S01013733",210,0,0,0,0,85,51,6,0,51,18,3,0,20,5,3,0,6,0,2,
"S01013734",139,0,0,0,0,95,37,1,0,51,10,1,0,34,6,4,0,14,2,0,
"S01013735",79,0,0,0,0,96,7,2,0,31,7,3,0,27,0,0,0,7,0,0,
"S01013736",51,0,0,0,0,52,9,1,0,43,4,2,0,40,3,0,0,12,2,1,
