SuperWEB2(tm)

"Household"
"Data Zone (2022) by Household tenure - 5 groups, collapsed"
"Counting: Households"

Filters:
"Default Summation","Households"

"Household tenure - 5 groups, collapsed","Owned: Owned outright","Owned: Owns with a mortgage or loan or shared ownership","Social Rented: Council (LA) or Housing Association/ Registered Social Landlord","Private rented","Living rent free","Total",
"Data Zone (2022)",
"S01014181",69,49,94,59,3,274,
"S01014182",200,125,59,24,4,412,
"S01014183",125,89,37,31,2,287,
"S01014184",180,99,19,33,2,336,
"S01014185",156,88,36,31,6,318,
"S01014186",197,109,9,11,5,332,
"S01014187",241,134,3,8,9,395,
"S01014188",159,84,44,30,1,321,
"S01014189",145,91,4,51,11,302,
"S01014190",93,109,4,23,5,234,
"S01014191",90,116,64,34,14,315,
"S01014192",273,111,4,55,15,452,
"S01014193",143,143,14,31,3,334,
"S01014194",137,142,93,17,1,391,
"S01014195",141,98,35,27,6,307,
"S01014196",118,66,54,50,5,289,
"S01014197",92,64,107,18,3,286,
"S01014198",99,86,191,28,3,406,
"S01014199",251,96,15,14,4,381,
"S01014200",216,90,41,17,4,374,
"S01014201",172,77,3,28,8,291,
"S01014202",216,125,73,81,1,500,
"S01014203",191,143,136,91,9,573,
"S01014204",164,123,171,134,7,597,
"S01014205",107,67,172,86,9,441,
"S01014206",48,37,168,68,8,333,
"S01014207",71,55,184,134,4,448,
"S01014208",93,62,75,96,6,336,
"S01014209",124,64,211,70,5,474,
"S01014210",190,84,61,39,2,372,
"S01014211",88,50,58,14,1,211,
"S01014212",71,52,103,19,0,246,
"S01014213",49,158,78,8,0,288,
"S01014214",94,82,77,15,4,270,
"S01014215",45,39,124,17,1,226,
"S01014216",70,51,122,21,3,266,
"S01014217",58,142,145,37,4,387,
"S01014218",22,31,208,11,2,274,
"S01014219",46,44,121,20,3,232,
"S01014220",58,38,163,22,3,287,
"S01014221",122,107,135,40,10,417,
"S01014222",134,76,115,17,4,346,
"S01014223",133,87,103,20,4,347,
"S01014224",84,67,38,10,1,197,
"S01014225",187,114,68,58,13,440,
"S01014226",210,108,38,96,21,473,
"S01014227",197,112,64,49,4,424,
"S01014228",120,131,190,146,6,593,
"S01014229",110,107,54,98,9,378,
"S01014230",93,72,131,57,3,356,
"S01014231",111,106,212,67,5,501,
"S01014232",99,51,19,33,6,204,
"S01014233",188,114,36,50,9,401,
"S01014234",116,69,179,76,3,443,
"S01014235",119,58,95,60,4,336,
"S01014236",161,109,65,19,9,362,
"S01014237",142,112,154,35,4,451,
"S01014238",206,108,11,24,4,353,
"S01014239",106,86,105,41,3,341,
"S01014240",102,100,119,33,7,363,
"S01014241",192,137,49,25,2,405,
"S01014242",129,76,77,16,0,299,
"S01014243",120,96,4,11,2,227,
"S01014244",120,86,48,16,0,271,
"S01014245",176,120,7,53,10,365,
"S01014246",211,109,13,41,20,398,
"S01014247",188,147,64,30,5,434,
"S01014248",92,37,7,58,12,210,
"S01014249",59,51,4,102,21,237,
"S01014250",114,65,12,45,9,245,
"S01014251",62,55,205,24,2,344,
"S01014252",79,75,134,67,5,360,
"S01014253",60,57,237,61,5,420,
"S01014254",123,74,78,29,5,309,
"S01014255",92,73,55,28,3,254,
"S01014256",139,101,105,106,7,458,
"S01014257",105,96,49,53,6,304,
"S01014258",185,84,12,21,8,311,
"S01014259",159,110,104,35,5,413,
"S01014260",238,124,14,21,7,406,
"S01014261",121,66,5,79,10,281,
"S01014262",148,57,8,49,8,268,
"S01014263",210,143,52,35,11,448,
"S01014264",146,103,13,14,9,280,
"S01014265",172,98,12,43,9,337,
"S01014266",131,86,50,45,15,324,
"S01014267",148,144,42,35,8,377,
"S01014268",116,76,20,79,22,310,
"S01014269",193,92,5,22,2,314,
"S01014270",81,48,10,29,2,169,
"S01014271",147,104,88,94,14,450,
"S01014272",72,55,93,28,0,252,
"S01014273",129,88,54,45,5,323,
"S01014274",138,107,39,20,4,308,
"S01014275",159,98,2,15,2,278,
"S01014276",92,66,150,54,5,367,
"S01014277",83,54,235,23,3,398,
"S01014278",135,81,150,64,2,429,
"S01014279",56,44,108,67,2,277,
"S01014280",135,104,142,50,4,437,
"S01014281",94,75,137,55,7,368,
"S01014282",111,81,187,29,4,415,
"S01014283",189,127,43,13,7,382,
"S01014284",122,109,71,36,0,339,
"S01014285",169,85,86,17,2,353,
"S01014286",138,93,74,21,3,333,
"S01014287",134,113,168,54,4,476,
"S01014288",105,89,68,35,4,300,
"S01014289",107,60,17,57,7,250,
"S01014290",126,51,6,80,9,277,
"S01014291",91,45,23,16,3,180,
"S01014292",86,60,21,70,6,243,
"S01014293",212,134,52,59,3,463,
"S01014294",103,69,227,34,12,445,
"S01014295",119,75,59,33,6,290,
"S01014296",126,76,138,137,4,481,
"S01014297",130,62,34,16,8,250,
"S01014298",167,133,70,39,3,416,
"S01014299",202,94,19,13,4,332,
"S01014300",137,71,12,7,5,232,
"S01014301",123,58,5,55,16,257,
"S01014302",96,44,16,69,20,247,
"S01014303",160,113,10,69,19,371,
"S01014304",88,49,7,54,50,245,
"S01014305",236,100,60,53,16,468,
"S01014306",240,78,54,37,15,423,
"S01014307",227,97,42,56,15,435,
"S01014308",188,127,105,67,12,496,
"S01014309",142,63,43,42,17,307,
"S01014310",164,52,31,35,23,303,
"S01014311",192,113,13,29,5,352,
"S01014312",64,112,216,39,12,436,
"S01014313",112,79,92,43,4,330,
"S01014314",148,95,31,22,5,305,
"S01014315",78,73,121,26,0,300,
"S01014316",144,113,75,37,6,375,
"S01014317",25,28,156,34,1,248,
"S01014318",90,66,132,89,5,382,
"S01014319",174,120,23,114,11,442,
"S01014320",96,72,50,25,3,251,
"S01014321",131,90,71,72,8,375,
"S01014322",111,67,95,25,2,298,
"S01014323",220,117,60,36,8,441,
"S01014324",175,68,29,60,16,345,
"S01014325",181,75,50,29,5,342,
"S01014326",140,84,60,41,11,332,
"S01014327",115,74,211,28,4,432,
"S01014328",161,90,70,41,4,366,
"S01014329",221,97,15,45,15,396,
"S01014330",194,90,38,39,21,380,
"S01014331",193,69,12,48,17,344,
"S01014332",249,67,27,69,17,424,
"S01014333",112,76,96,43,16,343,
"S01014334",202,88,50,47,4,392,
"S01014335",293,105,31,56,14,503,
"S01014336",120,67,29,29,1,247,
"S01014337",183,151,76,24,5,440,
"S01014338",150,75,185,45,6,461,
"S01014339",92,79,155,26,1,355,
"S01014340",96,72,69,10,0,245,
"S01014341",157,79,120,31,6,388,
"S01014342",212,70,25,47,31,384,
"S01014343",173,68,17,45,16,313,
"S01014344",140,79,106,41,8,375,
"S01014345",113,56,44,14,15,241,
"S01014346",75,31,37,21,19,183,
"S01014347",216,58,69,35,20,398,
"S01014348",164,56,49,65,24,362,
"S01014349",156,45,161,29,9,400,
"S01014350",158,68,147,23,12,409,
"S01014351",196,70,37,56,10,372,
"S01014352",235,64,55,29,5,385,
"S01014353",242,105,71,52,11,481,
"S01014354",151,37,21,14,8,231,
"S01014355",154,86,73,17,8,338,
"S01014356",62,30,191,11,10,308,
"S01014357",133,85,169,22,6,418,
"S01014358",85,35,95,75,6,296,
"S01014359",115,73,136,48,13,378,
"S01014360",103,82,78,6,5,272,
"S01014361",180,61,51,20,4,316,
"S01014362",129,47,66,49,3,288,
"S01014363",233,67,11,60,5,374,
"S01014364",276,60,5,17,4,362,
"S01014365",137,46,24,103,13,323,
"S01014366",127,38,33,37,5,236,
"S01014367",38,25,132,11,1,207,
"S01014368",67,40,182,47,2,341,
"S01014369",117,58,190,39,4,410,
"S01014370",74,53,113,18,7,264,
"S01014371",65,43,57,18,6,186,
"S01014372",131,49,72,67,4,323,
"S01014373",242,64,62,29,8,405,
"S01014374",172,33,19,44,14,279,
"S01014375",154,46,4,10,4,219,
"S01014376",277,107,46,63,9,500,
"S01014377",317,107,43,51,10,528,
"S01014378",196,62,39,35,3,335,
"S01014379",200,70,49,49,10,372,
"S01014380",158,77,56,38,2,333,
"S01014381",159,57,50,22,4,292,
"S01014382",309,109,48,80,7,552,
"S01014383",171,77,46,61,2,353,
"S01014384",164,74,75,27,6,346,
"S01014385",103,80,202,28,4,417,
"S01014386",93,55,47,21,4,220,
"S01014387",58,38,131,51,0,278,
"S01014388",106,59,56,55,6,282,
"S01014389",61,38,120,22,2,244,
"S01014390",144,87,80,54,0,367,
"S01014391",134,95,43,79,7,358,
"S01014392",132,97,29,57,0,311,
"S01014393",225,101,38,39,9,407,
"S01014394",150,81,9,15,5,257,
"S01014395",99,67,21,18,5,206,
"S01014396",122,60,6,13,1,202,
"S01014397",134,76,119,30,7,366,
"S01014398",138,105,3,13,2,262,
"S01014399",74,88,92,13,2,269,
"S01014400",132,132,64,29,4,356,
"S01014401",125,51,1,34,2,217,
"S01014402",136,98,22,26,1,282,
"S01014403",168,102,37,35,4,346,
"S01014404",138,195,38,53,4,428,
"S01014405",216,111,42,41,2,409,
"S01014406",202,116,1,17,0,336,
"S01014407",200,93,6,10,4,312,
"S01014408",157,84,5,3,0,250,
"S01014409",26,43,49,69,2,189,
"S01014410",21,44,59,62,0,189,
"S01014411",132,75,5,8,3,222,
"S01014412",144,53,1,8,2,209,
"S01014413",150,90,47,23,4,311,
"S01014414",208,86,13,28,5,348,
"S01014415",166,103,90,225,4,588,
"S01014416",152,91,60,118,10,429,
"S01014417",204,136,67,70,5,487,
"S01014418",75,56,129,12,7,279,
"S01014419",47,45,141,17,4,255,
"S01014420",169,98,74,30,8,382,
"S01014421",160,122,18,20,6,326,
"S01014422",136,103,2,15,0,260,
"S01014423",26,36,52,84,1,199,
"S01014424",48,107,11,23,0,189,
"S01014425",178,117,52,11,6,364,
"S01014426",110,77,24,34,10,254,
"S01014427",105,67,3,21,6,201,
"S01014428",144,89,12,10,4,255,
"S01014429",186,161,23,23,3,397,
"S01014430",92,81,51,21,3,248,
"S01014431",171,105,1,32,5,315,
"S01014432",177,79,5,35,3,299,
"S01014433",68,73,31,19,0,186,
"S01014434",110,64,4,6,2,186,
"S01014435",134,159,62,44,9,408,
"S01014436",138,80,5,4,0,229,
"S01014437",165,103,4,7,2,280,
"S01014438",32,106,12,27,3,180,
"S01014439",218,111,2,6,1,337,
"S01014440",96,139,21,22,3,280,
"S01014441",83,110,10,17,3,223,
"S01014442",103,99,11,5,2,224,
"S01014443",90,100,56,24,0,267,
"S01014444",191,185,3,13,2,394,
"S01014445",133,120,68,25,7,353,
"S01014446",194,159,24,19,4,400,
"S01014447",153,181,40,20,3,395,
"S01014448",197,105,34,11,3,351,
"S01014449",169,107,5,12,0,297,
"S01014450",198,124,1,16,2,343,
"S01014451",176,129,0,13,1,319,
"S01014452",186,103,3,7,1,300,
"S01014453",245,143,9,27,2,426,
"S01014454",146,125,56,39,5,369,
"S01014455",87,126,2,29,4,247,
"S01014456",231,166,3,22,3,425,
"S01014457",239,166,19,13,4,439,
"S01014458",86,94,1,6,1,188,
"S01014459",162,120,1,33,5,321,
"S01014460",147,93,13,10,0,263,
"S01014461",92,75,4,65,3,235,
"S01014462",72,47,155,137,6,414,
"S01014463",213,137,2,11,3,362,
"S01014464",163,102,3,17,4,288,
"S01014465",188,107,3,18,1,321,
"S01014466",27,46,217,43,5,338,
"S01014467",22,31,135,33,0,224,
"S01014468",14,16,212,14,10,271,
"S01014469",6,22,182,21,6,237,
"S01014470",18,117,163,81,0,379,
"S01014471",25,46,274,36,1,382,
"S01014472",67,46,260,108,4,485,
"S01014473",47,52,305,53,7,462,
"S01014474",54,60,170,61,15,357,
"S01014475",133,132,105,43,6,418,
"S01014476",52,37,236,43,2,368,
"S01014477",25,36,272,26,6,365,
"S01014478",52,48,323,49,3,468,
"S01014479",32,7,266,8,4,315,
"S01014480",37,40,183,23,13,288,
"S01014481",149,154,16,79,2,400,
"S01014482",118,133,12,83,0,346,
"S01014483",101,111,10,75,4,300,
"S01014484",126,100,12,71,4,310,
"S01014485",72,177,124,63,4,441,
"S01014486",70,134,56,49,5,315,
"S01014487",61,64,126,34,4,289,
"S01014488",30,35,221,38,7,330,
"S01014489",67,71,74,51,2,266,
"S01014490",56,55,103,38,3,255,
"S01014491",64,83,183,99,8,436,
"S01014492",74,84,79,92,2,322,
"S01014493",80,96,105,114,0,398,
"S01014494",89,114,120,108,5,440,
"S01014495",81,91,187,226,6,588,
"S01014496",106,112,66,106,6,396,
"S01014497",44,64,81,82,3,274,
"S01014498",72,117,56,30,3,277,
"S01014499",82,56,66,15,3,222,
"S01014500",77,79,71,49,3,283,
"S01014501",85,79,98,41,3,306,
"S01014502",118,117,31,35,0,303,
"S01014503",137,161,53,110,2,463,
"S01014504",169,111,98,75,7,460,
"S01014505",107,173,80,163,3,530,
"S01014506",120,128,70,118,2,443,
"S01014507",94,99,71,72,4,340,
"S01014508",123,149,64,144,8,486,
"S01014509",125,122,55,183,8,494,
"S01014510",27,104,131,98,3,363,
"S01014511",50,111,19,142,4,330,
"S01014512",101,67,76,58,2,308,
"S01014513",40,70,98,112,7,330,
"S01014514",56,104,198,224,7,587,
"S01014515",69,124,54,371,1,615,
"S01014516",59,153,37,367,4,618,
"S01014517",80,130,28,325,10,570,
"S01014518",70,107,76,260,8,523,
"S01014519",79,125,54,287,6,554,
"S01014520",10,28,132,61,0,228,
"S01014521",23,65,21,200,2,312,
"S01014522",81,101,5,198,8,393,
"S01014523",97,165,8,154,6,430,
"S01014524",167,218,5,144,4,538,
"S01014525",130,129,4,64,3,329,
"S01014526",223,144,16,105,7,495,
"S01014527",130,148,22,157,5,459,
"S01014528",179,109,3,32,3,326,
"S01014529",290,163,6,74,4,533,
"S01014530",221,130,0,36,5,391,
"S01014531",213,123,1,13,1,354,
"S01014532",115,84,0,5,2,205,
"S01014533",135,106,1,5,2,249,
"S01014534",239,132,16,37,5,429,
"S01014535",158,122,3,48,1,334,
"S01014536",177,140,23,281,8,631,
"S01014537",138,104,11,160,4,414,
"S01014538",188,115,1,73,3,381,
"S01014539",179,114,0,29,7,330,
"S01014540",271,137,2,12,3,425,
"S01014541",208,122,4,6,2,343,
"S01014542",139,92,1,19,2,254,
"S01014543",254,149,4,45,3,455,
"S01014544",72,116,210,60,8,466,
"S01014545",68,64,208,65,2,407,
"S01014546",148,140,69,87,4,445,
"S01014547",122,102,13,84,5,330,
"S01014548",97,110,11,76,6,302,
"S01014549",147,122,64,35,3,371,
"S01014550",69,90,160,55,12,386,
"S01014551",89,98,129,74,3,393,
"S01014552",71,51,67,13,4,210,
"S01014553",25,24,14,96,3,162,
"S01014554",118,83,2,67,1,267,
"S01014555",198,75,0,9,1,283,
"S01014556",135,97,4,23,3,262,
"S01014557",177,89,0,10,4,280,
"S01014558",162,76,0,0,1,239,
"S01014559",209,103,1,25,4,346,
"S01014560",208,145,0,19,2,374,
"S01014561",178,138,0,7,3,327,
"S01014562",110,82,3,5,2,196,
"S01014563",82,106,3,5,2,195,
"S01014564",67,108,20,15,0,215,
"S01014565",124,116,2,14,0,256,
"S01014566",109,96,1,5,1,212,
"S01014567",200,119,1,10,4,333,
"S01014568",228,104,2,4,2,338,
"S01014569",184,223,17,34,5,455,
"S01014570",56,188,25,18,0,286,
"S01014571",70,141,54,27,2,291,
"S01014572",31,147,37,17,0,232,
"S01014573",19,156,56,16,1,248,
"S01014574",92,120,60,44,2,321,
"S01014575",38,199,3,4,0,243,
"S01014576",27,148,53,26,0,254,
"S01014577",30,231,33,20,4,318,
"S01014578",85,156,6,12,5,264,
"S01014579",55,129,84,44,1,313,
"S01014580",186,114,4,39,3,342,
"S01014581",252,161,22,54,5,504,
"S01014582",216,125,14,30,0,381,
"S01014583",97,89,120,21,2,329,
"S01014584",62,70,175,47,9,364,
"S01014585",55,95,263,42,6,451,
"S01014586",78,103,139,38,7,365,
"S01014587",50,81,175,39,6,351,
"S01014588",33,89,105,50,18,297,
"S01014589",97,107,112,53,12,381,
"S01014590",80,106,72,27,2,286,
"S01014591",76,139,67,28,4,316,
"S01014592",88,105,62,22,1,275,
"S01014593",39,82,350,24,3,498,
"S01014594",97,111,116,69,4,399,
"S01014595",105,104,53,39,3,307,
"S01014596",104,108,210,45,6,473,
"S01014597",72,100,74,36,7,283,
"S01014598",68,94,91,31,3,286,
"S01014599",127,129,17,80,4,357,
"S01014600",28,17,308,27,3,383,
"S01014601",86,61,215,33,5,396,
"S01014602",125,96,80,39,1,334,
"S01014603",128,112,28,44,7,319,
"S01014604",133,115,10,27,1,286,
"S01014605",135,119,4,27,1,289,
"S01014606",177,119,2,22,5,325,
"S01014607",219,125,2,51,2,395,
"S01014608",223,124,44,30,8,429,
"S01014609",174,108,1,10,3,292,
"S01014610",170,89,5,13,4,281,
"S01014611",77,117,21,26,2,243,
"S01014612",90,82,39,44,2,258,
"S01014613",125,134,118,97,7,481,
"S01014614",135,158,115,60,5,473,
"S01014615",87,97,85,75,12,352,
"S01014616",118,109,75,67,4,373,
"S01014617",56,77,52,51,2,238,
"S01014618",111,122,105,71,0,410,
"S01014619",253,123,6,50,11,441,
"S01014620",174,117,2,48,2,343,
"S01014621",74,57,33,9,0,173,
"S01014622",198,108,12,90,7,415,
"S01014623",124,108,12,67,4,312,
"S01014624",102,120,36,100,6,363,
"S01014625",169,124,3,23,4,319,
"S01014626",209,132,4,77,6,428,
"S01014627",115,98,167,130,12,523,
"S01014628",108,102,86,140,10,447,
"S01014629",227,133,23,34,4,420,
"S01014630",81,87,34,121,2,321,
"S01014631",155,108,4,92,6,369,
"S01014632",120,108,4,61,4,301,
"S01014633",79,44,29,165,11,326,
"S01014634",76,46,17,177,5,318,
"S01014635",88,81,46,306,3,524,
"S01014636",163,94,12,198,4,473,
"S01014637",98,78,2,129,6,311,
"S01014638",146,123,15,38,1,323,
"S01014639",145,74,23,13,3,261,
"S01014640",193,83,2,30,2,310,
"S01014641",200,147,14,35,3,398,
"S01014642",288,95,11,64,11,467,
"S01014643",119,74,6,259,2,460,
"S01014644",62,52,38,188,6,346,
"S01014645",139,66,14,118,7,340,
"S01014646",65,49,19,162,2,294,
"S01014647",100,54,10,149,6,319,
"S01014648",59,53,1,139,3,255,
"S01014649",92,83,2,146,4,331,
"S01014650",49,55,2,141,2,246,
"S01014651",59,45,2,89,0,194,
"S01014652",55,62,1,151,3,276,
"S01014653",64,60,1,128,2,256,
"S01014654",80,39,0,74,3,196,
"S01014655",151,76,3,106,5,341,
"S01014656",114,41,17,28,1,204,
"S01014657",126,81,13,15,5,241,
"S01014658",176,119,3,79,5,382,
"S01014659",123,106,1,18,3,252,
"S01014660",106,75,8,72,8,271,
"S01014661",122,89,10,73,5,295,
"S01014662",83,70,8,149,4,314,
"S01014663",132,107,14,206,7,465,
"S01014664",110,74,8,178,5,375,
"S01014665",239,102,14,54,7,413,
"S01014666",141,86,0,58,0,286,
"S01014667",172,133,1,97,2,405,
"S01014668",147,81,2,84,0,315,
"S01014669",192,101,4,87,8,392,
"S01014670",73,58,92,106,4,330,
"S01014671",121,131,9,176,11,445,
"S01014672",98,119,6,176,2,394,
"S01014673",85,83,5,184,6,364,
"S01014674",133,105,3,163,3,407,
"S01014675",99,100,4,115,5,322,
"S01014676",90,103,37,156,5,389,
"S01014677",125,131,7,149,3,415,
"S01014678",94,146,26,221,3,493,
"S01014679",80,100,32,156,3,370,
"S01014680",48,84,34,204,6,376,
"S01014681",73,113,34,308,4,538,
"S01014682",51,94,33,184,6,365,
"S01014683",29,58,74,158,5,322,
"S01014684",61,107,101,315,8,592,
"S01014685",53,85,74,237,6,459,
"S01014686",56,80,94,257,2,488,
"S01014687",36,72,23,162,5,299,
"S01014688",54,79,183,244,11,568,
"S01014689",34,57,152,197,2,441,
"S01014690",72,66,96,325,9,568,
"S01014691",48,46,55,204,6,359,
"S01014692",37,48,62,154,6,305,
"S01014693",121,70,19,322,9,538,
"S01014694",37,32,128,167,1,365,
"S01014695",51,31,49,207,7,345,
"S01014696",59,76,65,235,1,436,
"S01014697",61,74,38,210,9,392,
"S01014698",56,42,36,179,4,319,
"S01014699",41,51,51,191,2,333,
"S01014700",75,55,11,215,4,363,
"S01014701",21,7,7,93,3,131,
"S01014702",24,26,9,190,5,256,
"S01014703",45,44,17,214,1,323,
"S01014704",81,38,12,193,6,334,
"S01014705",78,53,22,171,6,330,
"S01014706",110,60,106,224,9,512,
"S01014707",89,21,3,244,10,359,
"S01014708",48,18,110,158,11,345,
"S01014709",45,21,86,234,10,396,
"S01014710",51,25,54,243,5,378,
"S01014711",87,33,84,220,8,432,
"S01014712",73,49,9,154,12,297,
"S01014713",77,42,42,228,4,393,
"S01014714",36,35,86,232,2,391,
"S01014715",37,35,210,229,10,521,
"S01014716",20,18,86,226,0,350,
"S01014717",63,46,141,269,4,520,
"S01014718",78,50,93,188,7,415,
"S01014719",48,47,290,190,12,591,
"S01014720",100,57,234,190,12,589,
"S01014721",71,21,156,216,8,471,
"S01014722",62,134,217,217,4,634,
"S01014723",55,102,20,220,2,399,
"S01014724",101,128,78,189,2,506,
"S01014725",72,141,60,219,4,498,
"S01014726",107,173,20,162,2,463,
"S01014727",61,91,11,163,1,326,
"S01014728",128,220,82,276,9,715,
"S01014729",55,116,18,125,0,322,
"S01014730",30,162,68,103,0,355,
"S01014731",126,96,59,14,1,296,
"S01014732",137,177,10,192,2,518,
"S01014733",85,171,7,78,4,342,
"S01014734",126,123,1,23,3,276,
"S01014735",216,160,3,53,7,439,
"S01014736",115,59,6,14,2,196,
"S01014737",140,146,87,91,9,473,
"S01014738",152,79,0,25,4,261,
"S01014739",23,240,19,25,0,305,
"S01014740",15,223,41,45,1,325,
"S01014741",12,94,119,25,0,253,
"S01014742",10,132,144,80,0,367,
"S01014743",19,68,178,36,3,304,
"S01014744",13,138,148,41,0,341,
"S01014745",5,11,153,89,2,259,
"S01014746",33,86,110,160,9,396,
"S01014747",15,86,311,59,7,478,
"S01014748",26,54,137,145,4,367,
"S01014749",12,106,156,40,5,317,
"S01014750",24,75,258,36,2,392,
"S01014751",17,46,383,18,6,470,
"S01014752",47,76,120,26,3,272,
"S01014753",20,54,123,27,5,228,
"S01014754",75,76,175,56,11,393,
"S01014755",79,76,340,31,12,538,
"S01014756",37,40,147,30,0,253,
"S01014757",57,80,84,39,0,253,
"S01014758",111,89,123,24,4,352,
"S01014759",88,82,93,30,5,298,
"S01014760",66,96,5,31,3,204,
"S01014761",130,155,35,40,7,367,
"S01014762",138,213,13,82,5,451,
"S01014763",57,99,21,21,0,201,
"S01014764",62,187,31,25,1,301,
"S01014765",40,157,34,22,0,256,
"S01014766",133,169,5,19,0,327,
"S01014767",245,164,84,23,6,518,
"S01014768",138,116,29,24,3,309,
"S01014769",202,137,44,40,4,427,
"S01014770",132,122,16,30,0,300,
"S01014771",132,90,1,13,3,238,
"S01014772",229,138,18,68,6,455,
"S01014773",99,94,49,35,2,279,
"S01014774",118,120,10,27,2,277,
"S01014775",103,143,21,117,0,381,
"S01014776",116,83,31,26,0,253,
"S01014777",90,95,49,99,2,335,
"S01014778",91,189,94,49,3,426,
"S01014779",124,150,9,126,4,413,
"S01014780",154,107,24,20,2,312,
"S01014781",212,160,3,13,2,389,
"S01014782",156,118,19,14,1,306,
"S01014783",167,108,2,4,4,285,
"S01014784",174,125,1,4,2,307,
"S01014785",133,108,25,24,0,292,
"S01014786",106,72,3,10,2,193,
"S01014787",222,164,4,19,3,410,
"S01014788",126,70,35,45,3,280,
"S01014789",113,148,93,93,4,451,
"S01014790",169,179,65,82,7,501,
"S01014791",120,72,7,37,0,237,
"S01014792",90,159,150,127,6,532,
"S01014793",110,76,2,18,1,207,
"S01014794",182,87,1,10,5,283,
"S01014795",252,148,12,23,2,437,
"S01014796",192,90,2,12,5,301,
"S01014797",99,86,55,30,4,274,
"S01014798",54,110,115,60,5,344,
"S01014799",58,76,93,71,4,298,
"S01014800",43,88,103,82,3,319,
"S01014801",90,160,202,160,5,619,
"S01014802",76,106,136,51,6,375,
"S01014803",51,70,155,40,6,322,
"S01014804",79,111,131,51,6,379,
"S01014805",63,71,135,33,0,302,
"S01014806",55,83,260,55,7,460,
"S01014807",55,77,17,95,7,248,
"S01014808",139,114,2,44,0,304,
"S01014809",151,203,8,64,4,429,
"S01014810",101,139,30,31,3,301,
"S01014811",121,194,6,83,3,403,
"S01014812",205,167,16,26,2,414,
"S01014813",88,98,26,34,1,249,
"S01014814",28,48,200,47,0,329,
"S01014815",47,164,17,53,2,280,
"S01014816",46,115,64,53,0,279,
"S01014817",5,59,114,93,3,273,
"S01014818",46,85,99,135,5,369,
"S01014819",64,89,1,96,2,252,
"S01014820",99,160,7,147,2,415,
"S01014821",5,18,101,142,2,271,
"S01014822",90,122,10,85,1,308,
"S01014823",131,150,34,73,1,387,
"S01014824",118,179,129,157,2,587,
"S01014825",87,156,168,148,3,562,
"S01014826",66,115,35,48,3,267,
"S01014827",53,120,115,105,3,402,
"S01014828",75,115,267,131,5,597,
"S01014829",119,181,126,230,5,660,
"S01014830",96,170,17,171,7,458,
"S01014831",45,192,231,182,1,650,
"S01014832",33,98,20,145,0,298,
"S01014833",58,119,47,118,2,344,
"S01014834",57,69,22,105,4,254,
"S01014835",25,60,59,94,2,244,
"S01014836",55,83,153,103,8,402,
"S01014837",81,185,69,222,4,561,
"S01014838",81,133,191,167,5,574,
"S01014839",57,75,116,48,4,297,
"S01014840",52,77,91,117,1,340,
"S01014841",108,175,65,118,0,474,
"S01014842",30,50,103,100,2,285,
"S01014843",98,134,173,117,7,529,
"S01014844",88,194,33,216,2,533,
"S01014845",60,132,153,241,5,591,
"S01014846",81,133,64,201,7,484,
"S01014847",98,151,70,213,4,536,
"S01014848",29,135,44,127,1,327,
"S01014849",72,203,68,303,1,654,
"S01014850",81,162,30,251,3,529,
"S01014851",87,138,73,299,6,605,
"S01014852",58,107,113,225,5,508,
"S01014853",38,57,76,138,2,314,
"S01014854",49,68,18,177,1,314,
"S01014855",103,138,70,175,5,491,
"S01014856",93,116,31,172,1,413,
"S01014857",99,119,88,144,9,459,
"S01014858",123,77,39,162,7,408,
"S01014859",112,131,6,145,0,394,
"S01014860",90,84,6,149,7,336,
"S01014861",102,101,44,180,7,434,
"S01014862",70,178,25,195,1,469,
"S01014863",112,134,176,141,4,563,
"S01014864",112,112,20,150,2,399,
"S01014865",63,87,84,173,1,408,
"S01014866",94,99,11,111,8,323,
"S01014867",37,121,115,84,9,366,
