SuperWEB2(tm)

"Household"
"Data Zone (2022) by Household size - 5 groups, collapsed"
"Counting: Households"

Filters:
"Default Summation","Households"

"Household size - 5 groups, collapsed","One person","Two people","Three people","Four people","Five or more people","Total",
"Data Zone (2022)",
"S01014193",64,136,61,60,13,334,
"S01014194",100,123,69,76,23,391,
"S01014195",87,121,58,27,15,307,
"S01014196",89,97,57,38,7,289,
"S01014197",126,97,27,26,8,286,
"S01014198",221,95,43,29,18,406,
"S01014199",114,175,48,36,8,381,
"S01014200",122,148,52,46,6,374,
"S01014201",81,137,40,23,10,291,
"S01014202",241,169,46,36,8,500,
"S01014203",259,206,66,35,7,573,
"S01014204",356,155,48,30,8,597,
"S01014205",241,119,39,27,15,441,
"S01014206",215,64,23,22,9,333,
"S01014207",269,126,34,14,5,448,
"S01014208",178,105,29,17,9,336,
"S01014209",263,135,29,34,12,474,
"S01014210",126,154,51,33,8,372,
"S01014211",58,80,35,31,4,211,
"S01014212",107,87,28,20,5,246,
"S01014213",83,96,40,53,14,288,
"S01014214",66,87,60,43,18,270,
"S01014215",75,81,38,20,12,226,
"S01014216",97,88,42,27,12,266,
"S01014217",109,121,68,73,14,387,
"S01014218",114,82,37,26,19,274,
"S01014219",83,83,33,23,10,232,
"S01014220",99,75,46,37,29,287,
"S01014221",175,134,53,35,18,417,
"S01014222",153,112,30,42,9,346,
"S01014223",135,119,56,33,7,347,
"S01014224",49,78,33,29,7,197,
"S01014225",146,173,51,53,16,440,
"S01014226",180,175,51,47,19,473,
"S01014227",167,160,53,31,9,424,
"S01014228",333,164,54,27,15,593,
"S01014229",220,93,34,18,12,378,
"S01014230",184,95,55,11,10,356,
"S01014231",240,141,65,36,18,501,
"S01014232",81,81,20,20,3,204,
"S01014233",166,149,37,32,12,401,
"S01014234",296,96,31,17,3,443,
"S01014235",195,95,18,18,10,336,
"S01014236",102,140,49,49,21,362,
"S01014237",177,151,71,33,14,451,
"S01014238",81,164,40,43,21,353,
"S01014239",146,100,45,42,8,341,
"S01014240",159,99,47,43,15,363,
"S01014241",109,141,66,62,28,405,
"S01014242",81,130,52,30,5,299,
"S01014243",46,89,43,38,7,227,
"S01014244",85,105,41,28,11,271,
"S01014245",96,156,55,40,20,365,
"S01014246",103,200,44,41,11,398,
"S01014247",154,162,63,42,17,434,
"S01014248",60,100,25,18,10,210,
"S01014249",57,108,31,25,19,237,
"S01014250",58,109,37,29,15,245,
"S01014251",143,98,51,34,18,344,
"S01014252",177,103,34,30,10,360,
"S01014253",243,106,48,15,11,420,
"S01014254",107,115,49,28,10,309,
"S01014255",82,78,32,41,21,254,
"S01014256",248,130,30,37,12,458,
"S01014257",124,95,45,30,10,304,
"S01014258",121,131,33,19,9,311,
"S01014259",146,193,36,27,9,413,
"S01014260",104,181,44,48,25,406,
"S01014261",79,130,34,30,8,281,
"S01014262",58,127,49,25,9,268,
"S01014263",140,179,53,59,14,448,
"S01014264",71,116,38,38,12,280,
"S01014265",98,159,43,32,5,337,
"S01014266",115,126,49,22,12,324,
"S01014267",88,181,51,49,8,377,
"S01014268",89,141,35,29,18,310,
"S01014269",75,142,47,37,17,314,
"S01014270",58,62,16,18,12,169,
"S01014271",243,131,41,24,12,450,
"S01014272",120,75,24,27,6,252,
"S01014273",97,122,55,32,13,323,
"S01014274",79,138,42,41,8,308,
"S01014275",74,136,24,35,9,278,
"S01014276",185,106,49,19,8,367,
"S01014277",181,135,38,28,13,398,
"S01014278",222,114,47,26,17,429,
"S01014279",123,95,27,21,11,277,
"S01014280",200,121,49,45,18,437,
"S01014281",177,95,55,29,16,368,
"S01014282",197,136,47,24,15,415,
"S01014283",128,157,58,30,9,382,
"S01014284",123,137,41,24,14,339,
"S01014285",129,162,37,25,4,353,
"S01014286",123,127,43,36,6,333,
"S01014287",204,153,57,39,19,476,
"S01014288",103,109,43,33,10,300,
"S01014289",63,112,30,33,10,250,
"S01014290",87,106,37,37,10,277,
"S01014291",58,77,23,13,6,180,
"S01014292",80,91,28,32,12,243,
"S01014293",187,173,51,41,7,463,
"S01014294",205,138,56,31,15,445,
"S01014295",94,115,42,29,10,290,
"S01014296",306,103,38,27,7,481,
"S01014297",80,107,23,27,17,250,
"S01014298",127,157,66,47,18,416,
"S01014299",82,155,48,36,6,332,
"S01014300",67,102,26,26,8,232,
"S01014301",58,124,37,34,8,257,
"S01014302",71,108,24,26,19,247,
"S01014303",107,153,51,43,20,371,
"S01014304",82,86,33,30,12,245,
"S01014305",178,201,47,33,10,468,
"S01014306",174,144,45,35,25,423,
"S01014307",130,192,46,47,23,435,
"S01014308",193,180,46,56,24,496,
"S01014309",127,115,28,21,16,307,
"S01014310",110,115,31,43,5,303,
"S01014311",90,141,61,40,20,352,
"S01014312",159,111,69,70,26,436,
"S01014313",170,98,29,24,9,330,
"S01014314",94,128,46,29,8,305,
"S01014315",114,79,56,36,15,300,
"S01014316",123,130,55,42,21,375,
"S01014317",152,55,28,7,6,248,
"S01014318",273,82,10,7,6,382,
"S01014319",219,130,40,41,12,442,
"S01014320",104,83,37,25,3,251,
"S01014321",178,118,38,36,7,375,
"S01014322",137,107,31,20,3,298,
"S01014323",136,164,69,47,25,441,
"S01014324",121,144,30,35,18,345,
"S01014325",106,136,48,45,10,342,
"S01014326",107,116,48,37,21,332,
"S01014327",143,156,63,55,15,432,
"S01014328",114,152,42,42,16,366,
"S01014329",99,169,68,38,22,396,
"S01014330",125,173,38,26,18,380,
"S01014331",99,167,44,21,13,344,
"S01014332",156,188,47,23,10,424,
"S01014333",122,120,39,44,14,343,
"S01014334",120,193,34,32,12,392,
"S01014335",165,218,61,42,11,503,
"S01014336",81,106,29,20,10,247,
"S01014337",176,154,57,46,10,440,
"S01014338",250,128,29,38,20,461,
"S01014339",134,113,43,50,15,355,
"S01014340",76,99,30,34,9,245,
"S01014341",196,119,34,33,6,388,
"S01014342",132,173,42,28,9,384,
"S01014343",99,152,30,25,13,313,
"S01014344",199,96,36,27,17,375,
"S01014345",108,95,20,14,2,241,
"S01014346",71,71,15,15,12,183,
"S01014347",154,148,39,43,15,398,
"S01014348",127,151,39,28,17,362,
"S01014349",183,115,41,44,19,400,
"S01014350",175,138,55,29,12,409,
"S01014351",129,146,44,32,21,372,
"S01014352",143,167,44,21,10,385,
"S01014353",144,192,78,43,21,481,
"S01014354",67,104,29,23,12,231,
"S01014355",146,120,33,28,8,338,
"S01014356",171,77,34,15,14,308,
"S01014357",200,127,40,41,10,418,
"S01014358",180,72,25,10,6,296,
"S01014359",230,95,23,29,4,378,
"S01014360",63,94,46,46,23,272,
"S01014361",144,101,30,33,8,316,
"S01014362",167,77,22,17,6,288,
"S01014363",166,154,26,10,14,374,
"S01014364",112,195,27,11,13,362,
"S01014365",117,123,42,25,16,323,
"S01014366",125,82,19,4,6,236,
"S01014367",106,39,32,17,13,207,
"S01014368",233,77,22,8,1,341,
"S01014369",248,99,28,24,12,410,
"S01014370",118,76,31,26,12,264,
"S01014371",57,68,34,18,11,186,
"S01014372",201,82,24,10,6,323,
"S01014373",183,154,25,31,7,405,
"S01014374",90,128,27,18,9,279,
"S01014375",66,106,20,16,8,219,
"S01014376",205,204,51,31,9,500,
"S01014377",191,230,55,36,16,528,
"S01014378",116,159,30,22,5,335,
"S01014379",149,157,34,30,7,372,
"S01014380",118,128,40,45,5,333,
"S01014381",97,136,28,24,8,292,
"S01014382",250,212,55,29,12,552,
"S01014383",156,120,46,23,8,353,
"S01014384",149,127,32,31,3,346,
"S01014385",199,124,44,42,8,417,
"S01014386",91,71,29,25,6,220,
"S01014387",150,70,35,21,2,278,
"S01014388",157,86,20,10,9,282,
"S01014389",96,68,29,38,16,244,
"S01014390",171,128,24,31,12,367,
"S01014391",173,119,36,22,6,358,
"S01014392",127,101,45,31,10,311,
"S01014393",170,157,44,27,14,407,
"S01014394",78,114,38,18,11,257,
"S01014395",63,83,35,23,6,206,
"S01014396",68,99,19,13,5,202,
"S01014397",135,126,56,31,14,366,
"S01014398",56,129,43,26,8,262,
"S01014399",99,82,42,30,18,269,
"S01014400",112,131,54,42,20,356,
"S01014401",37,104,29,37,10,217,
"S01014402",91,106,37,34,14,282,
"S01014403",126,132,44,37,7,346,
"S01014404",117,159,68,64,17,428,
"S01014405",143,162,56,30,14,409,
"S01014406",80,157,37,44,15,336,
"S01014407",55,141,61,37,19,312,
"S01014408",54,108,44,31,10,250,
"S01014409",39,55,34,27,34,189,
"S01014410",32,52,51,39,14,189,
"S01014411",44,114,35,18,15,222,
"S01014412",65,97,23,22,4,209,
"S01014413",121,112,23,36,23,311,
"S01014414",168,118,33,20,9,348,
"S01014415",368,163,41,12,4,588,
"S01014416",259,122,35,7,6,429,
"S01014417",221,165,57,32,12,487,
"S01014418",101,81,45,35,15,279,
"S01014419",128,69,26,18,16,255,
"S01014420",180,124,37,27,14,382,
"S01014421",97,124,58,34,13,326,
"S01014422",70,107,43,28,8,260,
"S01014423",37,44,38,57,26,199,
"S01014424",24,65,44,39,14,189,
"S01014425",118,147,48,39,12,364,
"S01014426",73,115,28,22,14,254,
"S01014427",44,87,30,22,18,201,
"S01014428",57,126,31,26,16,255,
"S01014429",97,164,71,52,13,397,
"S01014430",88,86,41,26,8,248,
"S01014431",81,137,41,40,18,315,
"S01014432",88,125,41,29,12,299,
"S01014433",58,57,29,30,12,186,
"S01014434",51,67,25,34,10,186,
"S01014435",166,117,53,55,16,408,
"S01014436",66,71,22,58,10,229,
"S01014437",34,129,44,55,18,280,
"S01014438",11,48,41,64,13,180,
"S01014439",60,153,43,61,18,337,
"S01014440",68,106,45,52,10,280,
"S01014441",39,84,46,49,7,223,
"S01014442",61,60,48,47,8,224,
"S01014443",79,86,50,36,16,267,
"S01014444",76,156,72,67,23,394,
"S01014445",134,111,49,46,12,353,
"S01014446",104,149,57,70,20,400,
"S01014447",118,127,56,76,18,395,
"S01014448",86,133,66,51,15,351,
"S01014449",78,119,38,50,12,297,
"S01014450",90,150,48,41,17,343,
"S01014451",71,131,48,59,12,319,
"S01014452",64,121,48,57,10,300,
"S01014453",147,165,46,59,12,426,
"S01014454",163,133,39,16,15,369,
"S01014455",66,70,45,49,17,247,
"S01014456",94,132,68,104,27,425,
"S01014457",102,162,64,88,20,439,
"S01014458",30,73,38,39,9,188,
"S01014459",101,132,42,39,8,321,
"S01014460",68,97,40,43,22,263,
"S01014461",64,76,38,47,8,235,
"S01014462",201,103,49,53,12,414,
"S01014463",83,147,45,71,17,362,
"S01014464",61,136,39,34,19,288,
"S01014465",76,157,42,32,14,321,
"S01014466",122,80,52,32,52,338,
"S01014467",68,69,53,19,15,224,
"S01014468",103,68,38,30,35,271,
"S01014469",100,44,23,36,34,237,
"S01014470",130,100,74,47,29,379,
"S01014471",139,114,61,42,26,382,
"S01014472",242,113,73,31,22,485,
"S01014473",235,117,63,30,18,462,
"S01014474",204,96,32,19,6,357,
"S01014475",141,138,71,48,20,418,
"S01014476",180,94,46,25,19,368,
"S01014477",137,93,69,35,27,365,
"S01014478",227,132,65,28,19,468,
"S01014479",213,62,22,8,12,315,
"S01014480",157,62,38,20,7,288,
"S01014481",147,136,69,35,13,400,
"S01014482",119,126,53,39,11,346,
"S01014483",86,122,49,31,15,300,
"S01014484",89,110,49,47,18,310,
"S01014485",151,133,77,58,26,441,
"S01014486",79,112,39,59,26,315,
"S01014487",104,73,48,44,20,289,
"S01014488",96,87,55,47,41,330,
"S01014489",88,69,47,31,30,266,
"S01014490",95,68,46,31,14,255,
"S01014491",241,102,55,28,10,436,
"S01014492",163,90,35,28,7,322,
"S01014493",208,116,46,23,5,398,
"S01014494",225,152,42,15,5,440,
"S01014495",296,199,47,30,16,588,
"S01014496",165,148,55,20,9,396,
"S01014497",97,85,47,39,6,274,
"S01014498",104,82,56,28,7,277,
"S01014499",55,81,37,31,14,222,
"S01014500",130,97,23,18,15,283,
"S01014501",131,100,43,23,9,306,
"S01014502",79,112,51,49,11,303,
"S01014503",142,153,78,63,27,463,
"S01014504",228,147,50,29,6,460,
"S01014505",238,210,46,30,6,530,
"S01014506",199,161,48,31,8,443,
"S01014507",132,128,47,24,9,340,
"S01014508",245,168,43,25,8,486,
"S01014509",236,165,46,33,14,494,
"S01014510",163,113,56,25,6,363,
"S01014511",156,126,38,8,1,330,
"S01014512",144,96,39,18,11,308,
"S01014513",140,96,54,31,11,330,
"S01014514",419,126,27,15,2,587,
"S01014515",375,205,28,7,0,615,
"S01014516",376,192,39,10,0,618,
"S01014517",382,155,24,5,1,570,
"S01014518",288,183,34,14,4,523,
"S01014519",306,200,35,11,2,554,
"S01014520",116,60,21,14,10,228,
"S01014521",106,149,29,21,6,312,
"S01014522",187,152,40,9,5,393,
"S01014523",163,192,44,28,3,430,
"S01014524",223,160,84,58,12,538,
"S01014525",118,125,51,29,6,329,
"S01014526",225,177,52,28,5,495,
"S01014527",161,187,58,41,12,459,
"S01014528",91,126,44,48,17,326,
"S01014529",199,212,62,53,4,533,
"S01014530",106,168,58,46,7,391,
"S01014531",73,152,55,61,13,354,
"S01014532",36,86,35,38,10,205,
"S01014533",52,96,36,54,11,249,
"S01014534",153,156,49,57,14,429,
"S01014535",89,119,46,64,16,334,
"S01014536",375,172,42,31,7,631,
"S01014537",174,154,49,27,8,414,
"S01014538",105,141,72,47,16,381,
"S01014539",80,128,46,59,18,330,
"S01014540",98,173,54,74,26,425,
"S01014541",54,131,59,75,25,343,
"S01014542",72,98,47,31,5,254,
"S01014543",157,175,53,55,17,455,
"S01014544",220,143,55,33,19,466,
"S01014545",202,79,68,32,23,407,
"S01014546",189,152,51,37,16,445,
"S01014547",124,115,52,25,10,330,
"S01014548",92,104,47,49,12,302,
"S01014549",122,133,57,45,14,371,
"S01014550",174,110,53,27,21,386,
"S01014551",189,105,50,38,11,393,
"S01014552",88,55,33,23,10,210,
"S01014553",33,56,22,28,23,162,
"S01014554",67,106,44,36,12,267,
"S01014555",84,114,39,35,9,283,
"S01014556",77,93,38,43,13,262,
"S01014557",59,124,39,46,15,280,
"S01014558",55,126,28,28,8,239,
"S01014559",91,142,51,49,9,346,
"S01014560",90,144,69,61,10,374,
"S01014561",57,119,51,83,19,327,
"S01014562",28,77,37,44,9,196,
"S01014563",26,53,37,67,14,195,
"S01014564",43,59,45,50,20,215,
"S01014565",36,96,51,60,16,256,
"S01014566",28,86,36,45,17,212,
"S01014567",76,143,50,51,13,333,
"S01014568",72,165,43,42,12,338,
"S01014569",126,184,86,45,16,455,
"S01014570",43,93,70,45,29,286,
"S01014571",95,105,53,34,10,291,
"S01014572",33,98,52,37,12,232,
"S01014573",26,88,80,39,15,248,
"S01014574",138,106,43,25,12,321,
"S01014575",28,108,60,39,5,243,
"S01014576",57,99,64,26,8,254,
"S01014577",76,119,62,46,15,318,
"S01014578",56,110,42,40,15,264,
"S01014579",73,113,61,38,25,313,
"S01014580",118,143,41,31,9,342,
"S01014581",235,172,63,25,8,504,
"S01014582",134,164,33,41,16,381,
"S01014583",129,98,51,27,24,329,
"S01014584",84,99,71,49,55,364,
"S01014585",199,133,60,39,23,451,
"S01014586",126,104,72,37,26,365,
"S01014587",139,109,53,41,17,351,
"S01014588",117,88,48,25,19,297,
"S01014589",145,116,51,35,36,381,
"S01014590",94,95,49,30,18,286,
"S01014591",90,96,63,42,28,316,
"S01014592",85,93,41,32,18,275,
"S01014593",293,102,62,25,12,498,
"S01014594",143,145,60,30,17,399,
"S01014595",152,84,39,22,8,307,
"S01014596",207,135,62,57,16,473,
"S01014597",82,100,51,32,20,283,
"S01014598",73,83,67,36,27,286,
"S01014599",114,124,56,37,24,357,
"S01014600",258,75,32,9,7,383,
"S01014601",167,116,53,41,19,396,
"S01014602",121,122,42,34,19,334,
"S01014603",96,108,60,42,17,319,
"S01014604",87,96,51,39,13,286,
"S01014605",73,128,39,35,13,289,
"S01014606",96,136,52,36,10,325,
"S01014607",165,166,36,24,9,395,
"S01014608",163,173,40,40,13,429,
"S01014609",60,132,41,48,11,292,
"S01014610",72,125,36,35,10,281,
"S01014611",70,103,37,27,6,243,
"S01014612",102,90,40,21,7,258,
"S01014613",205,168,71,29,8,481,
"S01014614",179,157,65,40,29,473,
"S01014615",157,102,49,27,15,352,
"S01014616",149,115,53,33,23,373,
"S01014617",61,68,59,32,19,238,
"S01014618",148,121,71,51,19,410,
"S01014619",152,158,57,57,17,441,
"S01014620",121,103,49,47,20,343,
"S01014621",50,53,25,39,7,173,
"S01014622",186,128,49,40,11,415,
"S01014623",82,113,55,37,23,312,
"S01014624",96,138,63,55,15,363,
"S01014625",70,116,41,71,21,319,
"S01014626",132,163,69,45,17,428,
"S01014627",301,158,35,25,6,523,
"S01014628",181,173,62,27,8,447,
"S01014629",146,167,54,40,13,420,
"S01014630",95,97,57,50,26,321,
"S01014631",90,147,62,44,24,369,
"S01014632",56,105,46,54,40,301,
"S01014633",106,108,64,40,8,326,
"S01014634",146,114,33,19,5,318,
"S01014635",184,207,85,31,18,524,
"S01014636",173,179,62,40,19,473,
"S01014637",113,122,55,15,8,311,
"S01014638",83,114,49,51,24,323,
"S01014639",72,95,35,42,17,261,
"S01014640",90,127,39,40,17,310,
"S01014641",133,118,67,58,20,398,
"S01014642",210,136,55,53,12,467,
"S01014643",193,160,66,37,5,460,
"S01014644",120,151,42,24,15,346,
"S01014645",119,124,52,35,14,340,
"S01014646",95,105,48,34,11,294,
"S01014647",77,107,64,54,17,319,
"S01014648",41,89,66,55,4,255,
"S01014649",63,63,83,93,27,331,
"S01014650",39,60,77,55,16,246,
"S01014651",42,53,35,55,9,194,
"S01014652",35,71,82,59,22,276,
"S01014653",57,60,66,51,20,256,
"S01014654",62,51,27,39,15,196,
"S01014655",92,99,52,71,33,341,
"S01014656",76,65,31,28,4,204,
"S01014657",52,98,41,30,20,241,
"S01014658",95,158,61,45,23,382,
"S01014659",52,96,35,44,22,252,
"S01014660",97,105,33,31,5,271,
"S01014661",110,103,44,36,5,295,
"S01014662",128,113,32,29,12,314,
"S01014663",212,175,47,27,7,465,
"S01014664",204,136,16,14,3,375,
"S01014665",151,143,45,57,23,413,
"S01014666",54,98,49,62,20,286,
"S01014667",137,136,52,54,26,405,
"S01014668",97,110,46,51,13,315,
"S01014669",140,149,53,39,11,392,
"S01014670",143,91,48,33,15,330,
"S01014671",180,154,47,35,27,445,
"S01014672",131,159,53,40,12,394,
"S01014673",105,120,72,44,26,364,
"S01014674",124,167,69,40,9,407,
"S01014675",109,107,61,27,18,322,
"S01014676",152,137,45,44,8,389,
"S01014677",131,150,57,60,18,415,
"S01014678",232,177,45,28,10,493,
"S01014679",180,143,29,12,3,370,
"S01014680",160,165,33,14,4,376,
"S01014681",327,172,29,4,4,538,
"S01014682",217,121,19,11,0,365,
"S01014683",189,100,23,7,6,322,
"S01014684",320,209,45,10,8,592,
"S01014685",216,161,55,24,3,459,
"S01014686",219,157,73,34,2,488,
"S01014687",160,99,24,8,3,299,
"S01014688",403,124,29,12,0,568,
"S01014689",283,121,21,7,5,441,
"S01014690",312,199,49,7,2,568,
"S01014691",183,133,24,17,2,359,
"S01014692",161,104,29,3,10,305,
"S01014693",233,175,57,49,24,538,
"S01014694",153,136,52,16,8,365,
"S01014695",148,125,44,19,7,345,
"S01014696",185,150,51,25,25,436,
"S01014697",171,141,51,16,15,392,
"S01014698",171,88,23,35,5,319,
"S01014699",146,137,28,16,6,333,
"S01014700",136,164,39,11,9,363,
"S01014701",19,22,18,49,25,131,
"S01014702",45,63,48,47,53,256,
"S01014703",94,105,66,41,17,323,
"S01014704",139,116,43,21,7,334,
"S01014705",93,100,57,55,25,330,
"S01014706",204,147,73,57,25,512,
"S01014707",223,110,16,8,2,359,
"S01014708",205,87,33,19,1,345,
"S01014709",210,122,41,14,9,396,
"S01014710",167,123,55,23,14,378,
"S01014711",283,102,29,10,4,432,
"S01014712",108,121,29,27,12,297,
"S01014713",203,149,30,11,3,393,
"S01014714",176,162,25,19,9,391,
"S01014715",327,97,34,27,33,521,
"S01014716",132,116,56,32,15,350,
"S01014717",263,169,62,23,4,520,
"S01014718",223,137,31,17,7,415,
"S01014719",306,177,59,33,15,591,
"S01014720",310,189,52,25,9,589,
"S01014721",269,138,38,17,4,471,
"S01014722",382,186,38,22,6,634,
"S01014723",220,151,19,5,1,399,
"S01014724",289,174,27,9,3,506,
"S01014725",309,153,19,12,3,498,
"S01014726",202,189,54,17,3,463,
"S01014727",180,115,18,10,1,326,
"S01014728",403,258,36,17,1,715,
"S01014729",156,133,25,4,1,322,
"S01014730",146,145,46,19,4,355,
"S01014731",134,100,35,17,10,296,
"S01014732",229,218,51,20,2,518,
"S01014733",123,140,56,23,3,342,
"S01014734",64,118,53,29,9,276,
"S01014735",126,184,57,55,11,439,
"S01014736",62,70,25,31,8,196,
"S01014737",216,145,69,27,16,473,
"S01014738",80,113,31,22,9,261,
"S01014739",78,141,58,21,10,305,
"S01014740",80,108,64,52,21,325,
"S01014741",69,90,56,34,8,253,
"S01014742",144,112,62,37,18,367,
"S01014743",121,74,57,32,22,304,
"S01014744",127,96,60,38,21,341,
"S01014745",98,66,34,30,21,259,
"S01014746",193,128,44,17,13,396,
"S01014747",175,132,75,61,35,478,
"S01014748",147,129,48,28,15,367,
"S01014749",99,98,65,39,16,317,
"S01014750",167,85,67,42,27,392,
"S01014751",229,93,68,39,40,470,
"S01014752",72,92,54,34,22,272,
"S01014753",97,52,35,28,13,228,
"S01014754",189,103,56,31,15,393,
"S01014755",258,137,66,53,24,538,
"S01014756",106,69,51,27,6,253,
"S01014757",112,77,46,13,5,253,
"S01014758",174,97,40,27,14,352,
"S01014759",144,80,45,24,8,298,
"S01014760",50,83,33,28,10,204,
"S01014761",125,137,56,29,21,367,
"S01014762",117,169,90,54,25,451,
"S01014763",56,68,38,30,6,201,
"S01014764",60,119,64,51,10,301,
"S01014765",52,115,50,30,6,256,
"S01014766",70,130,63,52,14,327,
"S01014767",207,161,60,69,19,518,
"S01014768",113,116,45,28,7,309,
"S01014769",146,137,67,61,17,427,
"S01014770",94,101,46,43,11,300,
"S01014771",66,86,37,41,5,238,
"S01014772",169,147,69,51,12,455,
"S01014773",108,85,42,36,8,279,
"S01014774",68,110,41,49,9,277,
"S01014775",175,114,52,35,9,381,
"S01014776",120,71,42,16,4,253,
"S01014777",197,85,25,21,4,335,
"S01014778",158,175,58,31,11,426,
"S01014779",224,152,25,15,1,413,
"S01014780",137,102,34,33,6,312,
"S01014781",83,141,62,79,24,389,
"S01014782",74,106,54,56,16,306,
"S01014783",66,108,49,45,17,285,
"S01014784",68,110,41,70,20,307,
"S01014785",108,97,46,25,16,292,
"S01014786",56,65,34,29,9,193,
"S01014787",108,141,66,80,16,410,
"S01014788",144,94,20,18,4,280,
"S01014789",193,141,58,51,8,451,
"S01014790",191,184,70,48,8,501,
"S01014791",104,83,28,17,5,237,
"S01014792",247,171,65,39,14,532,
"S01014793",72,74,30,23,8,207,
"S01014794",83,121,37,27,15,283,
"S01014795",102,194,65,51,18,437,
"S01014796",93,134,41,26,7,301,
"S01014797",97,98,45,24,6,274,
"S01014798",192,95,37,18,4,344,
"S01014799",164,89,26,16,4,298,
"S01014800",166,107,24,21,1,319,
"S01014801",362,162,62,25,8,619,
"S01014802",218,107,33,14,3,375,
"S01014803",194,85,26,13,4,322,
"S01014804",175,112,59,22,13,379,
"S01014805",157,90,38,12,5,302,
"S01014806",222,117,57,47,14,460,
"S01014807",70,89,56,27,9,248,
"S01014808",114,125,32,19,6,304,
"S01014809",151,172,69,34,2,429,
"S01014810",79,125,52,39,6,301,
"S01014811",148,159,45,41,9,403,
"S01014812",114,151,78,54,17,414,
"S01014813",93,93,34,26,6,249,
"S01014814",163,92,35,22,11,329,
"S01014815",99,135,31,18,1,280,
"S01014816",118,109,32,15,5,279,
"S01014817",103,121,23,22,4,273,
"S01014818",167,137,43,13,12,369,
"S01014819",97,112,35,8,0,252,
"S01014820",143,160,74,32,6,415,
"S01014821",112,84,47,23,5,271,
"S01014822",95,137,47,24,5,308,
"S01014823",158,139,49,29,11,387,
"S01014824",342,169,54,15,8,587,
"S01014825",247,185,61,46,23,562,
"S01014826",84,104,34,28,16,267,
"S01014827",218,126,37,15,6,402,
"S01014828",347,187,44,15,6,597,
"S01014829",326,277,39,17,1,660,
"S01014830",195,202,38,14,7,458,
"S01014831",325,233,57,30,6,650,
"S01014832",139,124,29,3,3,298,
"S01014833",155,137,22,18,4,344,
"S01014834",116,120,12,8,0,254,
"S01014835",120,106,10,7,0,244,
"S01014836",198,147,26,21,10,402,
"S01014837",291,205,43,20,0,561,
"S01014838",297,188,58,28,2,574,
"S01014839",158,89,28,14,8,297,
"S01014840",156,115,34,24,9,340,
"S01014841",211,182,45,29,5,474,
"S01014842",183,75,19,2,6,285,
"S01014843",275,167,55,20,10,529,
"S01014844",242,230,38,24,4,533,
"S01014845",317,201,40,19,14,591,
